pair,date,spot,rate_diff,stress,ca_diff,tb_diff,prod_diff,fair_value,z_score,lambda,fit,model_status
eursek,2026-07-09,11.0437,0.1778,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-09,1.14325,-1.4872,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-09,1.93136,0.0184,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-09,1.89908,1.3774,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-09,1.08107,4.5184,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-09,217.686,2.0244,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-09,2.32915,0.3234,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-09,1.34097,0.3634,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-09,0.8144,1.054,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-09,0.46383,4.195,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-09,93.389,1.701,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-09,0.57577,0.04,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-09,1.41658,-1.014,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-09,0.80631,-4.155,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-09,162.358,-1.661,0.0,5.1601,0.7499,-15.3268,,,,,insufficient_history
usdnok,2026-07-09,9.7213,-0.125,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-09,9.6618,-1.665,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-10,0.98354,1.324,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-10,0.56209,4.437,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-10,112.357,2.072,0.0,-5.9923,-0.1855,14.5236,,,,,insufficient_history
audnzd,2026-07-10,1.20538,0.257,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-10,0.69556,0.277,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-10,0.57096,3.113,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-10,114.194,0.748,0.0,-3.1803,0.7348,14.6224,,,,,insufficient_history
chfjpy,2026-07-10,200.0,-2.365,0.0,4.6466,2.7387,17.7561,,,,,insufficient_history
euraud,2026-07-10,1.64063,-1.8023,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-10,1.61491,-0.4783,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-10,0.9227,2.6347,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-10,0.85155,-1.8535,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-10,184.495,0.2697,0.0,-1.6873,0.1992,15.3626,,,,,insufficient_history
eurnok,2026-07-10,11.161,-1.3443,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-10,1.97954,-1.5453,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-10,11.0279,0.1797,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-10,1.14168,-1.5253,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-10,1.92588,0.0512,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-10,1.89577,1.3752,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-10,1.08332,4.4882,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-10,216.575,2.1232,0.0,-5.1444,-3.113,16.0224,,,,,insufficient_history
gbpnzd,2026-07-10,2.32413,0.3082,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-10,1.34018,0.3282,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-10,0.81581,1.067,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-10,0.46561,4.18,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-10,93.182,1.815,0.0,-3.6836,1.3097,15.9195,,,,,insufficient_history
nzdusd,2026-07-10,0.5765,0.02,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-10,1.4152,-1.047,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-10,0.80829,-4.16,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-10,161.672,-1.795,0.0,5.1601,0.7499,-15.3268,,,,,insufficient_history
usdnok,2026-07-10,9.7753,-0.181,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-10,9.6546,-1.705,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-13,0.97909,1.301,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-13,0.56335,4.459,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-13,112.311,2.074,0.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-13,1.20223,0.256,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-13,0.69195,0.246,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-13,0.57536,3.158,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-13,114.721,0.773,0.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-13,199.352,-2.385,0.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-13,1.64416,-1.7929,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-13,1.61078,-0.4919,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-13,0.92704,2.6661,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-13,0.85233,-1.9154,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-13,184.819,0.2811,0.0,-1.6873,0.1992,-1.5106,,,,,insufficient_history
eurnok,2026-07-13,11.1446,-1.2839,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-13,1.9784,-1.5369,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-13,11.0558,0.1781,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-13,1.13843,-1.5469,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-13,1.92877,0.1225,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-13,1.88854,1.4235,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-13,1.08704,4.5815,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-13,216.764,2.1965,0.0,-5.1444,-3.113,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-13,2.31946,0.3785,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-13,1.33472,0.3685,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-13,0.81348,1.045,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-13,0.46785,4.203,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-13,93.361,1.818,0.0,-3.6836,1.3097,-0.9537,,,,,insufficient_history
nzdusd,2026-07-13,0.57518,-0.01,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-13,1.41526,-1.055,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-13,0.81439,-4.213,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-13,162.432,-1.828,0.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-13,9.7819,-0.263,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-13,9.7131,-1.725,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-14,0.98032,1.333,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-14,0.56407,4.491,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-14,113.144,2.192,0.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-14,1.19771,0.247,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-14,0.69769,0.327,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-14,0.57525,3.158,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-14,115.342,0.859,0.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-14,200.486,-2.299,0.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-14,1.63647,-1.8369,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-14,1.60515,-0.5039,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-14,0.92374,2.6541,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-14,0.85291,-1.9046,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-14,185.26,0.3551,0.0,-1.6873,0.1992,-1.5106,,,,,insufficient_history
eurnok,2026-07-14,11.0655,-1.3399,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-14,1.96286,-1.5899,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-14,11.0337,0.1501,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-14,1.14233,-1.5099,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-14,1.91864,0.0677,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-14,1.88159,1.4007,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-14,1.08228,4.5587,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-14,217.2,2.2597,0.0,-5.1444,-3.113,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-14,2.30159,0.3147,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-14,1.33921,0.3947,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-14,0.81756,1.086,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-14,0.4698,4.244,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-14,94.245,1.945,0.0,-3.6836,1.3097,-0.9537,,,,,insufficient_history
nzdusd,2026-07-14,0.58126,0.08,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-14,1.40576,-1.006,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-14,0.80901,-4.164,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-14,162.233,-1.865,0.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-14,9.6879,-0.17,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-14,9.6609,-1.66,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-15,0.98291,1.371,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-15,0.5634,4.489,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-15,113.513,2.215,0.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-15,1.19606,0.222,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-15,0.70087,0.352,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-15,0.57303,3.118,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-15,115.485,0.844,0.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-15,201.423,-2.274,0.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-15,1.63658,-1.8166,0.0,4.305,0.3847,0.839,,,,,insufficient_history
eurcad,2026-07-15,1.60963,-0.4456,0.0,1.493,-0.5356,0.7402,,,,,insufficient_history
eurchf,2026-07-15,0.92268,2.6724,0.0,-6.3339,-2.5395,-2.3935,,,,,insufficient_history
eurgbp,2026-07-15,0.84638,-1.856,0.0,3.4571,3.3122,-0.6598,,,,,insufficient_history
eurjpy,2026-07-15,185.94,0.3984,0.0,-1.6873,0.1992,-1.5106,,,,,insufficient_history
eurnok,2026-07-15,11.0626,-1.3296,0.0,-18.8166,-4.5869,0.0732,,,,,insufficient_history
eurnzd,2026-07-15,1.9589,-1.5946,0.0,1.9963,-1.1105,-0.5569,,,,,insufficient_history
eursek,2026-07-15,10.9901,0.1424,0.0,-4.8914,0.4039,0.2493,,,,,insufficient_history
eurusd,2026-07-15,1.14666,-1.4646,0.0,3.4728,0.9491,0.0358,,,,,insufficient_history
gbpaud,2026-07-15,1.9325,0.0394,0.0,0.8479,-2.9275,1.4988,,,,,insufficient_history
gbpcad,2026-07-15,1.90071,1.4104,0.0,-1.9641,-3.8478,1.4,,,,,insufficient_history
gbpchf,2026-07-15,1.08959,4.5284,0.0,-9.791,-5.8517,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-15,219.561,2.2544,0.0,-5.1444,-3.113,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-15,2.31341,0.2614,0.0,-1.4608,-4.4227,0.1029,,,,,insufficient_history
gbpusd,2026-07-15,1.35395,0.3914,0.0,0.0157,-2.3631,0.6956,,,,,insufficient_history
nzdcad,2026-07-15,0.82072,1.149,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-15,0.47019,4.267,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-15,94.797,1.993,0.0,-3.6836,1.3097,-0.9537,,,,,insufficient_history
nzdusd,2026-07-15,0.58517,0.13,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-15,1.404,-1.019,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-15,0.80465,-4.137,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-15,162.172,-1.863,0.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-15,9.6443,-0.135,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-15,9.5857,-1.607,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-16,0.98198,1.365,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-16,0.56574,4.475,0.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-16,113.534,2.184,0.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-16,1.19641,0.246,0.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-16,0.69999,0.326,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-16,0.57599,3.11,0.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-16,115.639,0.819,0.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-16,200.696,-2.291,0.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-16,1.63477,-1.7584,0.0,4.305,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-16,1.60608,-0.3934,0.0,1.493,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-16,0.92514,2.7166,0.0,-6.3339,-2.7098,-2.3935,,,,,insufficient_history
eurgbp,2026-07-16,0.84864,-1.8282,0.0,3.4571,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-16,185.792,0.4256,0.0,-1.6873,0.0289,-1.5106,,,,,insufficient_history
eurnok,2026-07-16,11.0664,-1.2864,0.0,-18.8166,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-16,1.95744,-1.5124,0.0,1.9963,-1.2808,-0.5569,,,,,insufficient_history
eursek,2026-07-16,11.0297,0.1926,0.0,-4.8914,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-16,1.14482,-1.4324,0.0,3.4728,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-16,1.92545,0.0698,0.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-16,1.89148,1.4348,0.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-16,1.08961,4.5448,0.0,-9.791,-4.905,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-16,218.831,2.2538,0.0,-5.1444,-2.1663,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-16,2.30528,0.3158,0.0,-1.4608,-3.476,0.1029,,,,,insufficient_history
gbpusd,2026-07-16,1.34778,0.3958,0.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-16,0.81987,1.119,0.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-16,0.47212,4.229,0.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-16,94.825,1.938,0.0,-3.6836,1.3097,-0.9537,,,,,insufficient_history
nzdusd,2026-07-16,0.58445,0.08,0.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-16,1.40399,-1.039,0.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-16,0.80855,-4.149,0.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-16,162.382,-1.858,0.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-16,9.6706,-0.146,0.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-16,9.6383,-1.625,0.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-17,0.97831,1.342,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-17,0.5633,4.474,1.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-17,113.351,2.192,1.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-17,1.19387,0.252,1.0,-2.3087,-1.4952,-1.3959,,,,,insufficient_history
audusd,2026-07-17,0.69842,0.352,1.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-17,0.5756,3.132,1.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-17,115.781,0.85,1.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-17,201.133,-2.282,1.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-17,1.6371,-1.7786,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-17,1.60328,-0.4366,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-17,0.9233,2.6954,1.0,-6.5872,-2.7098,-2.3935,,,,,insufficient_history
eurgbp,2026-07-17,0.8499,-1.8491,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-17,185.725,0.4134,1.0,-1.9406,0.0289,-1.5106,,,,,insufficient_history
eurnok,2026-07-17,11.0327,-1.2696,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-17,1.95646,-1.5266,1.0,1.743,-1.2808,-0.5569,,,,,insufficient_history
eursek,2026-07-17,11.033,0.1984,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-17,1.14403,-1.4266,1.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-17,1.9254,0.0705,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-17,1.88524,1.4125,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-17,1.08526,4.5445,1.0,-9.791,-4.905,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-17,218.354,2.2625,1.0,-5.1444,-2.1663,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-17,2.30181,0.3225,1.0,-1.4608,-3.476,0.1029,,,,,insufficient_history
gbpusd,2026-07-17,1.34541,0.4225,1.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-17,0.81909,1.09,1.0,-0.5033,0.5749,1.2971,,,,,insufficient_history
nzdchf,2026-07-17,0.4712,4.222,1.0,-8.3302,-1.429,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-17,94.836,1.94,1.0,-3.6836,1.3097,-0.9537,,,,,insufficient_history
nzdusd,2026-07-17,0.58449,0.1,1.0,1.4765,2.0596,0.5927,,,,,insufficient_history
usdcad,2026-07-17,1.4018,-0.99,1.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-17,0.80694,-4.122,1.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-17,162.353,-1.84,1.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-17,9.6369,-0.157,1.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-17,9.6451,-1.625,1.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-20,0.98363,1.397,1.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-20,0.56599,4.507,1.0,-10.6389,-2.9242,-3.2325,,,,,insufficient_history
audjpy,2026-07-20,113.612,2.243,1.0,-5.9923,-0.1855,-2.3496,,,,,insufficient_history
audnzd,2026-07-20,1.19721,0.252,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-20,0.70013,0.362,1.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-20,0.57507,3.11,1.0,-7.8269,-2.0039,-3.1337,,,,,insufficient_history
cadjpy,2026-07-20,115.48,0.846,1.0,-3.1803,0.7348,-2.2508,,,,,insufficient_history
chfjpy,2026-07-20,200.525,-2.264,1.0,4.6466,2.7387,0.8829,,,,,insufficient_history
euraud,2026-07-20,1.63033,-1.8143,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-20,1.60541,-0.4173,1.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-20,0.92404,2.6927,1.0,-6.5872,-2.7098,-2.3935,,,,,insufficient_history
eurgbp,2026-07-20,0.84969,-1.8972,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-20,185.387,0.4287,1.0,-1.9406,0.0289,-1.5106,,,,,insufficient_history
eurnok,2026-07-20,11.0385,-1.2763,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-20,1.95399,-1.5623,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-20,11.0446,0.2127,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-20,1.14168,-1.4523,1.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-20,1.91866,0.0829,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-20,1.88945,1.4799,1.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-20,1.08712,4.5899,1.0,-9.791,-4.905,-1.7337,,,,,insufficient_history
gbpjpy,2026-07-20,218.166,2.3259,1.0,-5.1444,-2.1663,-0.8508,,,,,insufficient_history
gbpnzd,2026-07-20,2.2998,0.3349,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-07-20,1.34311,0.4449,1.0,0.0157,-1.4164,0.6956,,,,,insufficient_history
nzdcad,2026-07-20,0.82116,1.145,1.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-07-20,0.47202,4.255,1.0,-8.3302,-2.4874,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-20,94.808,1.991,1.0,-3.6836,0.2513,-0.9537,,,,,insufficient_history
nzdusd,2026-07-20,0.58408,0.11,1.0,1.4765,1.0012,0.5927,,,,,insufficient_history
usdcad,2026-07-20,1.40656,-1.035,1.0,1.9798,1.4847,-0.7044,,,,,insufficient_history
usdchf,2026-07-20,0.80944,-4.145,1.0,9.8067,3.4886,2.4293,,,,,insufficient_history
usdjpy,2026-07-20,162.475,-1.881,1.0,5.1601,0.7499,1.5464,,,,,insufficient_history
usdnok,2026-07-20,9.667,-0.176,1.0,22.2894,5.536,-0.0374,,,,,insufficient_history
usdsek,2026-07-20,9.6726,-1.665,1.0,8.3642,0.5452,-0.2135,,,,,insufficient_history
audcad,2026-07-21,0.98711,1.386,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-07-21,0.56843,4.499,0.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-07-21,114.182,2.222,0.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-07-21,1.20022,0.268,0.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-07-21,0.70003,0.318,0.0,-0.8322,0.5644,-0.8032,,,,,insufficient_history
cadchf,2026-07-21,0.5758,3.113,0.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-07-21,115.637,0.836,0.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-07-21,200.756,-2.277,0.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-07-21,1.62749,-1.7825,0.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-07-21,1.60768,-0.3965,0.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-07-21,0.92593,2.7165,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-07-21,0.85205,-1.8662,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-07-21,185.967,0.4395,0.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-07-21,10.983,-1.2935,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-07-21,1.95565,-1.5145,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-07-21,11.0605,0.1805,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-07-21,1.14012,-1.4645,0.0,3.2195,0.7788,0.0358,,,,,insufficient_history
gbpaud,2026-07-21,1.90963,0.0837,0.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-07-21,1.88611,1.4697,0.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-07-21,1.0865,4.5827,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
